0.050542,-0.030785,0.081368,0.089362,-0.059469,-0.198282,0.038710,0.244611,-0.128049,-0.156113,-0.091964,-0.189408,0.070621,-0.044327,-0.053604,0.012420,0.100820,-0.171502,-0.031573,-0.298610,0.064043,0.064938,0.074126,-0.094059,-0.062489,0.134516,-0.115049,-0.015527,-0.113667,0.094137,0.132708,-0.084780,0.086507,-0.051372,-0.139929,0.086343,-0.026944,0.025018,-0.036879,-0.176869,0.067527,0.024190,-0.030508,0.131442,0.154768,0.061928,-0.043845,-0.149103,-0.009504,0.125443,-0.040110,-0.030991,0.000413,-0.117849,0.040827,-0.003987,0.041395,-0.063759,-0.190799,-0.011477,-0.025376,-0.029941,0.024712,-0.044974,-0.186355,0.098233,-0.012764,0.091216,-0.103460,0.125111,-0.144643,0.109827,0.127976,0.055530,0.102600,0.064456,0.046694,-0.034419,-0.127409,0.079178,-0.059438,0.057671,-0.124041,0.196669,-0.090921,-0.035321,0.047498,0.135192,0.047763,0.058748,0.061796,-0.019570,0.021719,0.082991,0.143284,0.016823,0.102470,-0.080244,-0.005301,-0.054824
0.037869,-0.028201,0.080801,0.085240,-0.062339,-0.195492,0.039553,0.247447,-0.133067,-0.162842,-0.093783,-0.186551,0.062666,-0.054505,-0.046162,0.006117,0.098367,-0.181607,-0.034920,-0.300599,0.048377,0.070472,0.072457,-0.092131,-0.067728,0.132080,-0.109813,-0.019958,-0.111115,0.085725,0.118309,-0.091758,0.074235,-0.043834,-0.137441,0.083308,-0.024677,0.028953,-0.033645,-0.178545,0.075270,0.024316,-0.039220,0.136580,0.155976,0.055467,-0.028528,-0.146754,-0.012674,0.123940,-0.039730,-0.034342,0.002546,-0.118632,0.035600,-0.005555,0.044978,-0.065701,-0.195135,-0.012392,-0.027248,-0.031719,0.026162,-0.044450,-0.179094,0.096274,-0.009174,0.096738,-0.110180,0.127685,-0.143704,0.117010,0.130829,0.044047,0.100966,0.070796,0.043971,-0.035501,-0.125459,0.078942,-0.060483,0.055440,-0.124324,0.193386,-0.087067,-0.035139,0.048686,0.135946,0.048393,0.059246,0.047856,-0.017146,0.022342,0.085551,0.149786,0.017614,0.112329,-0.077745,-0.000948,-0.061898
0.030726,-0.024746,0.086655,0.085377,-0.055019,-0.202030,0.029978,0.248758,-0.128944,-0.160838,-0.100511,-0.182556,0.060737,-0.052379,-0.055510,0.007339,0.103068,-0.181772,-0.024652,-0.295878,0.055552,0.077620,0.073364,-0.091412,-0.058650,0.128848,-0.107443,-0.018426,-0.116125,0.081051,0.117755,-0.084284,0.075891,-0.041606,-0.137048,0.082970,-0.022587,0.020883,-0.036504,-0.180604,0.066915,0.027419,-0.033597,0.127631,0.152483,0.056690,-0.038983,-0.152712,-0.021638,0.135404,-0.043204,-0.030508,0.000511,-0.108913,0.028490,-0.003297,0.049108,-0.069422,-0.193924,-0.006531,-0.026910,-0.033102,0.015694,-0.045369,-0.182230,0.096132,-0.009168,0.098704,-0.097694,0.133190,-0.146181,0.118290,0.132331,0.048875,0.096364,0.073314,0.050897,-0.037274,-0.135892,0.081126,-0.057029,0.061488,-0.123511,0.194306,-0.091336,-0.034884,0.034849,0.139207,0.046458,0.057151,0.050239,-0.018752,0.022102,0.088325,0.140834,0.015136,0.104788,-0.088836,0.000031,-0.066250
0.039598,-0.025385,0.075672,0.084079,-0.068547,-0.193915,0.044629,0.242469,-0.128432,-0.161311,-0.089361,-0.185363,0.072354,-0.048712,-0.051710,0.007857,0.108546,-0.178328,-0.028191,-0.301533,0.051812,0.064988,0.071660,-0.089096,-0.069221,0.131977,-0.112756,-0.021579,-0.108665,0.091396,0.121400,-0.089284,0.081980,-0.053750,-0.136833,0.087213,-0.023720,0.034783,-0.030000,-0.177193,0.074105,0.030503,-0.035703,0.128128,0.159097,0.057262,-0.034522,-0.148725,-0.008082,0.124241,-0.045201,-0.033753,0.004773,-0.117174,0.040602,-0.008447,0.044266,-0.067694,-0.197885,-0.005564,-0.031402,-0.032382,0.029749,-0.037288,-0.180133,0.097802,-0.013557,0.093932,-0.097448,0.131036,-0.145526,0.108637,0.130677,0.055536,0.101902,0.066549,0.041533,-0.034246,-0.127032,0.076888,-0.062202,0.051304,-0.130833,0.199115,-0.090186,-0.037768,0.060480,0.132478,0.047122,0.063099,0.053143,-0.020299,0.017339,0.079302,0.146138,0.014460,0.104868,-0.079189,-0.003611,-0.058693
0.044241,-0.053560,0.077913,0.097084,-0.054626,-0.205006,0.037914,0.241435,-0.140982,-0.159254,-0.099220,-0.186199,0.062476,-0.052297,-0.060662,0.011554,0.098371,-0.170853,-0.042393,-0.307593,0.050995,0.076415,0.075093,-0.095024,-0.050376,0.137287,-0.102476,-0.016446,-0.120877,0.084594,0.121200,-0.092796,0.076850,-0.054469,-0.143588,0.088984,-0.025192,0.016158,-0.038998,-0.169464,0.067608,0.010219,-0.030885,0.135274,0.154068,0.068028,-0.032192,-0.154629,-0.018089,0.127662,-0.030884,-0.035871,0.002999,-0.116616,0.032763,-0.009552,0.034039,-0.075179,-0.187956,-0.019188,-0.023211,-0.035223,0.032342,-0.040584,-0.177929,0.100146,-0.019907,0.095383,-0.104940,0.125072,-0.155367,0.114200,0.131623,0.036068,0.099648,0.061391,0.057333,-0.041930,-0.116399,0.082539,-0.064512,0.065817,-0.126207,0.170254,-0.095747,-0.039038,0.054195,0.114228,0.043870,0.062859,0.040097,-0.020589,0.027479,0.096604,0.141000,0.009008,0.110034,-0.069996,-0.016106,-0.068316
0.038417,-0.019545,0.077037,0.082198,-0.070440,-0.196454,0.046671,0.242499,-0.131956,-0.162836,-0.086347,-0.187966,0.074205,-0.053711,-0.050156,0.007103,0.105982,-0.177812,-0.033060,-0.299009,0.046929,0.061108,0.066889,-0.091246,-0.067311,0.133303,-0.115281,-0.020311,-0.113722,0.089507,0.119538,-0.092144,0.080649,-0.050268,-0.134717,0.087205,-0.023602,0.037368,-0.026072,-0.171666,0.077814,0.034277,-0.037608,0.133298,0.154066,0.050183,-0.027222,-0.148779,-0.004727,0.123045,-0.046167,-0.033534,0.006374,-0.114787,0.040773,-0.009920,0.043570,-0.067775,-0.198560,-0.005637,-0.034789,-0.034070,0.035589,-0.035415,-0.179032,0.097279,-0.007200,0.098444,-0.103092,0.124671,-0.138730,0.113951,0.136561,0.053319,0.095817,0.069022,0.041613,-0.036369,-0.124319,0.077142,-0.058273,0.051636,-0.129721,0.198547,-0.092925,-0.037736,0.059225,0.137291,0.042401,0.064198,0.056306,-0.020155,0.014683,0.072523,0.150698,0.013802,0.112691,-0.079312,0.001041,-0.060105
0.034860,-0.028144,0.082293,0.092654,-0.065932,-0.203793,0.042147,0.238747,-0.132281,-0.154556,-0.098393,-0.190414,0.074768,-0.049177,-0.046333,0.009030,0.103548,-0.187173,-0.027289,-0.307598,0.054779,0.070060,0.070251,-0.086433,-0.064730,0.125065,-0.100644,-0.026545,-0.116337,0.079843,0.123631,-0.082888,0.072296,-0.039108,-0.136865,0.079376,-0.020520,0.022307,-0.033828,-0.177831,0.065397,0.023044,-0.038763,0.139380,0.155044,0.061175,-0.036696,-0.144472,-0.012990,0.135823,-0.037736,-0.025193,-0.006927,-0.120471,0.034178,-0.003996,0.039077,-0.064443,-0.205590,-0.011279,-0.035252,-0.031437,0.015771,-0.037008,-0.176282,0.091667,-0.009565,0.094867,-0.102781,0.130081,-0.146140,0.108010,0.124895,0.047077,0.106339,0.070710,0.039658,-0.026928,-0.137975,0.079471,-0.059790,0.058806,-0.127285,0.189930,-0.081571,-0.026640,0.042204,0.129796,0.049064,0.057734,0.042178,-0.024523,0.031118,0.088023,0.145822,0.013139,0.112879,-0.078362,0.002508,-0.058210
0.042075,-0.028293,0.077077,0.086123,-0.062127,-0.198132,0.037922,0.243272,-0.129788,-0.162418,-0.095160,-0.186214,0.070871,-0.049525,-0.054135,0.009427,0.103619,-0.182320,-0.030962,-0.301518,0.047089,0.070280,0.074499,-0.088524,-0.061770,0.132248,-0.111256,-0.021023,-0.109361,0.087648,0.121463,-0.088693,0.079341,-0.047518,-0.139172,0.084700,-0.024531,0.031376,-0.032667,-0.175425,0.069590,0.030871,-0.033306,0.128909,0.156491,0.055751,-0.037906,-0.151993,-0.010407,0.128223,-0.038610,-0.028879,0.004357,-0.116916,0.039014,-0.006043,0.043313,-0.067729,-0.197507,-0.008653,-0.028452,-0.033820,0.025363,-0.041190,-0.181902,0.093710,-0.011316,0.094041,-0.102005,0.128191,-0.144993,0.110236,0.131396,0.052219,0.103015,0.069678,0.044238,-0.030461,-0.127173,0.079188,-0.058527,0.055995,-0.127016,0.194469,-0.089022,-0.033181,0.052368,0.134928,0.049180,0.061767,0.052985,-0.018305,0.020407,0.080060,0.145498,0.015219,0.107163,-0.084032,-0.003884,-0.060584
0.056505,-0.041747,0.086621,0.095827,-0.059280,-0.199305,0.037009,0.246354,-0.131152,-0.163262,-0.090916,-0.190005,0.071728,-0.033214,-0.054298,0.013801,0.097525,-0.170001,-0.026098,-0.294802,0.054482,0.067267,0.075255,-0.088576,-0.054459,0.141039,-0.112181,-0.016725,-0.114779,0.088224,0.134966,-0.084426,0.085848,-0.050951,-0.139924,0.092368,-0.017353,0.026666,-0.038735,-0.175664,0.068905,0.023840,-0.033222,0.130053,0.153753,0.066426,-0.043557,-0.153098,-0.008759,0.117030,-0.038122,-0.031193,0.010119,-0.122035,0.040622,-0.008212,0.037580,-0.072002,-0.181784,-0.016769,-0.024643,-0.035051,0.026165,-0.041545,-0.185333,0.097630,-0.017924,0.088828,-0.108200,0.128890,-0.148906,0.115011,0.129516,0.056789,0.106102,0.064431,0.049363,-0.029854,-0.127585,0.078783,-0.058689,0.055291,-0.124551,0.186766,-0.088580,-0.034807,0.056239,0.124457,0.050497,0.061359,0.061194,-0.020924,0.020047,0.087224,0.143561,0.008787,0.100809,-0.082134,-0.008691,-0.058124
0.040502,-0.024680,0.079471,0.084067,-0.063299,-0.195704,0.036345,0.250268,-0.128276,-0.157693,-0.089018,-0.187603,0.065582,-0.051140,-0.048217,0.006559,0.098764,-0.181342,-0.028280,-0.301836,0.052451,0.069760,0.076024,-0.088618,-0.065521,0.131608,-0.112515,-0.018280,-0.115719,0.093230,0.125363,-0.093147,0.080377,-0.048599,-0.138017,0.083791,-0.026199,0.027996,-0.036879,-0.174158,0.073879,0.020902,-0.035945,0.136563,0.156263,0.054486,-0.037953,-0.146529,-0.007521,0.120627,-0.043359,-0.029821,-0.000653,-0.118756,0.033923,-0.008661,0.042708,-0.067076,-0.194598,-0.011668,-0.029304,-0.032870,0.023870,-0.040464,-0.182071,0.100668,-0.011559,0.090584,-0.103377,0.124997,-0.146261,0.116243,0.126992,0.048182,0.103345,0.069231,0.046143,-0.031002,-0.124380,0.079788,-0.059226,0.055265,-0.124331,0.194083,-0.089079,-0.032217,0.048395,0.136258,0.050158,0.065819,0.054338,-0.021652,0.024322,0.083039,0.145050,0.020835,0.107414,-0.083652,-0.005060,-0.055575
